overallGrowth,8532490.75827641
marginalGrowth,1353455.656497381
January,-52674.636312883056
February,360441.3441001775
March,107547.76929018207
April,829721.019025587
May,1375177.0768919229
June,762681.3003702365
July,611902.5135711469
August,1043059.1128040475
September,338870.75703077414
October,905666.3464745523
November,1180819.6549367816
December,1069278.500261797
openPrice-0,8532509.195726432
openPrice-1,8532509.195726432
openPrice-2,8532509.195790896
openPrice-3,8532509.195790896
openPrice-4,8532509.195790896
openPrice-5,8532509.195803788
openPrice-6,8532509.19581668
openPrice-7,8532509.195932716
openPrice-8,8532509.195932716
openPrice-9,8532509.195932716
openPrice-10,8532509.195932716
openPrice-11,8532509.196164785
openPrice-12,8532509.196126107
openPrice-13,8532509.196280818
openPrice-14,8532509.19652578
openPrice-15,8532509.196409747
openPrice-16,8532509.196409747
openPrice-17,8532509.19642264
openPrice-18,8532509.196087427
openPrice-19,8532509.195984287
openPrice-20,8532509.195997179
openPrice-21,8532509.195958503
openPrice-22,8532509.19594561
openPrice-23,8532509.195932716
openPrice-24,8532509.19594561
openPrice-25,8532509.19594561
openPrice-26,8532509.19594561
openPrice-27,8532509.19594561
openPrice-28,8532509.19594561
openPrice-29,8532509.19594561
openPrice-30,8532509.195958503
openPrice-31,8532509.195958503
openPrice-32,8532509.195958503
openPrice-33,8532509.195958503
openPrice-34,8532509.195971394
openPrice-35,8532509.19594561
openPrice-36,8532509.195971394
openPrice-37,8532509.19594561
openPrice-38,8532509.19594561
openPrice-39,8532509.19594561
openPrice-40,8532509.195958503
openPrice-41,8532509.195971394
openPrice-42,8532509.195971394
openPrice-43,8532509.195971394
openPrice-44,8532509.195958503
openPrice-45,8532509.195919823
openPrice-46,8532509.19590693
openPrice-47,8532509.195932716
openPrice-48,8532509.195971394
openPrice-49,8532509.19622925
openPrice-50,8532509.196255034
openPrice-51,8532509.196306605
openPrice-52,8532509.195997179
openPrice-53,8532509.196293712
openPrice-54,8532509.19610032
openPrice-55,8532509.196126107
openPrice-56,8532509.196126107
openPrice-57,8532509.196164785
openPrice-58,8532509.196216356
openPrice-59,8532509.19622925
closePrice-0,8532509.195803788
closePrice-1,8532509.195803788
closePrice-2,8532509.195790896
closePrice-3,8532509.195790896
closePrice-4,8532509.195790896
closePrice-5,8532509.19581668
closePrice-6,8532509.19581668
closePrice-7,8532509.195932716
closePrice-8,8532509.19594561
closePrice-9,8532509.195932716
closePrice-10,8532509.196255034
closePrice-11,8532509.196164785
closePrice-12,8532509.196113214
closePrice-13,8532509.196499996
closePrice-14,8532509.196396854
closePrice-15,8532509.196564458
closePrice-16,8532509.196396854
closePrice-17,8532509.195997179
closePrice-18,8532509.196087427
closePrice-19,8532509.195971394
closePrice-20,8532509.195997179
closePrice-21,8532509.195958503
closePrice-22,8532509.195971394
closePrice-23,8532509.19594561
closePrice-24,8532509.19594561
closePrice-25,8532509.195958503
closePrice-26,8532509.19594561
closePrice-27,8532509.195932716
closePrice-28,8532509.19594561
closePrice-29,8532509.19594561
closePrice-30,8532509.195958503
closePrice-31,8532509.195958503
closePrice-32,8532509.19594561
closePrice-33,8532509.195971394
closePrice-34,8532509.195958503
closePrice-35,8532509.195958503
closePrice-36,8532509.195971394
closePrice-37,8532509.19594561
closePrice-38,8532509.19594561
closePrice-39,8532509.195971394
closePrice-40,8532509.195958503
closePrice-41,8532509.195971394
closePrice-42,8532509.195971394
closePrice-43,8532509.195958503
closePrice-44,8532509.19566197
closePrice-45,8532509.195958503
closePrice-46,8532509.19594561
closePrice-47,8532509.19594561
closePrice-48,8532509.196087427
closePrice-49,8532509.19624214
closePrice-50,8532509.196319498
closePrice-51,8532509.196306605
closePrice-52,8532509.195997179
closePrice-53,8532509.19619057
closePrice-54,8532509.196293712
closePrice-55,8532509.196267927
closePrice-56,8532509.196126107
closePrice-57,8532509.196177678
closePrice-58,8532509.196126107
closePrice-59,8532509.19590693
volume-0,8532460.915528694
volume-1,8532596.810097639
volume-2,8532414.336134035
volume-3,8532354.846384758
volume-4,8532566.882787563
volume-5,8532469.11539025
volume-6,8532516.290621245
volume-7,8532456.103342624
volume-8,8532647.49940514
volume-9,8532458.475989904
volume-10,8532419.355186736
volume-11,8532455.77003318
volume-12,8532455.429056825
volume-13,8532486.34684173
volume-14,8532440.885586472
volume-15,8532497.074201522
volume-16,8532497.770894255
volume-17,8532515.54278579
volume-18,8532474.717071738
volume-19,8532536.661172729
volume-20,8532529.531966295
volume-21,8532398.3306204
volume-22,8532413.039465353
volume-23,8532733.019095091
volume-24,8532461.570490886
volume-25,8532449.218949918
volume-26,8532464.821897315
volume-27,8532491.071685977
volume-28,8532469.716763223
volume-29,8532231.71719794
volume-30,8532466.110261267
volume-31,8532492.066261834
volume-32,8532481.74884561
volume-33,8532486.767248375
volume-34,8532383.198906496
volume-35,8532506.444025412
volume-36,8532390.0137009
volume-37,8532594.949883355
volume-38,8532472.318765998
volume-39,8532473.524620816
volume-40,8532478.103617609
volume-41,8532476.476256486
volume-42,8532538.635699324
volume-43,8532444.73681204
volume-44,8532499.055849858
volume-45,8532612.010854963
volume-46,8532468.244013064
volume-47,8532298.09981497
volume-48,8532417.1437135
volume-49,8532539.196669199
volume-50,8532418.920286424
volume-51,8532612.963173952
volume-52,8532687.392127793
volume-53,8532396.464568306
volume-54,8532674.258008834
volume-55,8532634.50269613
volume-56,8532494.572505265
volume-57,8532477.987027103
volume-58,8532477.377276063
volume-59,8532545.051576044
high-0,8532509.195726432
high-1,8532509.195726432
high-2,8532509.195790896
high-3,8532509.195790896
high-4,8532509.195790896
high-5,8532509.195803788
high-6,8532509.19581668
high-7,8532509.195919823
high-8,8532509.195894038
high-9,8532509.195932716
high-10,8532509.195932716
high-11,8532509.196164785
high-12,8532509.196113214
high-13,8532509.196280818
high-14,8532509.196396854
high-15,8532509.196396854
high-16,8532509.196396854
high-17,8532509.195971394
high-18,8532509.196087427
high-19,8532509.195971394
high-20,8532509.195958503
high-21,8532509.195958503
high-22,8532509.19594561
high-23,8532509.195932716
high-24,8532509.19594561
high-25,8532509.19594561
high-26,8532509.19594561
high-27,8532509.195932716
high-28,8532509.19594561
high-29,8532509.19594561
high-30,8532509.195958503
high-31,8532509.195958503
high-32,8532509.19594561
high-33,8532509.195958503
high-34,8532509.195958503
high-35,8532509.19594561
high-36,8532509.195971394
high-37,8532509.19594561
high-38,8532509.19594561
high-39,8532509.19594561
high-40,8532509.195958503
high-41,8532509.195971394
high-42,8532509.195971394
high-43,8532509.195958503
high-44,8532509.19566197
high-45,8532509.19590693
high-46,8532509.19590693
high-47,8532509.195932716
high-48,8532509.195971394
high-49,8532509.196216356
high-50,8532509.196255034
high-51,8532509.196306605
high-52,8532509.195984287
high-53,8532509.19619057
high-54,8532509.196087427
high-55,8532509.196010072
high-56,8532509.196126107
high-57,8532509.196164785
high-58,8532509.196126107
high-59,8532509.19590693
low-0,8532509.195803788
low-1,8532509.195803788
low-2,8532509.195803788
low-3,8532509.195790896
low-4,8532509.195790896
low-5,8532509.195842467
low-6,8532509.195829574
low-7,8532509.195932716
low-8,8532509.19594561
low-9,8532509.195932716
low-10,8532509.196255034
low-11,8532509.196164785
low-12,8532509.196126107
low-13,8532509.196499996
low-14,8532509.19652578
low-15,8532509.196564458
low-16,8532509.196409747
low-17,8532509.19642264
low-18,8532509.196087427
low-19,8532509.195984287
low-20,8532509.195997179
low-21,8532509.195958503
low-22,8532509.195971394
low-23,8532509.19594561
low-24,8532509.19594561
low-25,8532509.195958503
low-26,8532509.19594561
low-27,8532509.19594561
low-28,8532509.19594561
low-29,8532509.19594561
low-30,8532509.195971394
low-31,8532509.195958503
low-32,8532509.195958503
low-33,8532509.195971394
low-34,8532509.195971394
low-35,8532509.195958503
low-36,8532509.195971394
low-37,8532509.19594561
low-38,8532509.19594561
low-39,8532509.195971394
low-40,8532509.195958503
low-41,8532509.195971394
low-42,8532509.195971394
low-43,8532509.195971394
low-44,8532509.195958503
low-45,8532509.195958503
low-46,8532509.19594561
low-47,8532509.19594561
low-48,8532509.196087427
low-49,8532509.19624214
low-50,8532509.196319498
low-51,8532509.196306605
low-52,8532509.195997179
low-53,8532509.196396854
low-54,8532509.196293712
low-55,8532509.196267927
low-56,8532509.196126107
low-57,8532509.196177678
low-58,8532509.196216356
low-59,8532509.19622925
