overallGrowth,22077020.75827641
marginalGrowth,3678181.910465247
January,-250269.63631288306
February,966411.3441001775
March,189357.76929018207
April,2342796.019025587
May,3566637.076891923
June,2050571.3003702364
July,1597272.5135711469
August,2697034.1128040478
September,835245.7570307741
October,2363826.3464745525
November,2959334.6549367816
December,2758803.500261797
openPrice-0,22077039.195726432
openPrice-1,22077039.195726432
openPrice-2,22077039.195790894
openPrice-3,22077039.195790894
openPrice-4,22077039.195790894
openPrice-5,22077039.195803788
openPrice-6,22077039.19581668
openPrice-7,22077039.195932716
openPrice-8,22077039.195932716
openPrice-9,22077039.195932716
openPrice-10,22077039.195932716
openPrice-11,22077039.196164787
openPrice-12,22077039.196126107
openPrice-13,22077039.19628082
openPrice-14,22077039.196525782
openPrice-15,22077039.196409747
openPrice-16,22077039.196409747
openPrice-17,22077039.19642264
openPrice-18,22077039.196087427
openPrice-19,22077039.19598429
openPrice-20,22077039.19599718
openPrice-21,22077039.195958503
openPrice-22,22077039.19594561
openPrice-23,22077039.195932716
openPrice-24,22077039.19594561
openPrice-25,22077039.19594561
openPrice-26,22077039.19594561
openPrice-27,22077039.19594561
openPrice-28,22077039.19594561
openPrice-29,22077039.19594561
openPrice-30,22077039.195958503
openPrice-31,22077039.195958503
openPrice-32,22077039.195958503
openPrice-33,22077039.195958503
openPrice-34,22077039.195971392
openPrice-35,22077039.19594561
openPrice-36,22077039.195971392
openPrice-37,22077039.19594561
openPrice-38,22077039.19594561
openPrice-39,22077039.19594561
openPrice-40,22077039.195958503
openPrice-41,22077039.195971392
openPrice-42,22077039.195971392
openPrice-43,22077039.195971392
openPrice-44,22077039.195958503
openPrice-45,22077039.195919823
openPrice-46,22077039.19590693
openPrice-47,22077039.195932716
openPrice-48,22077039.195971392
openPrice-49,22077039.19622925
openPrice-50,22077039.196255036
openPrice-51,22077039.196306605
openPrice-52,22077039.19599718
openPrice-53,22077039.19629371
openPrice-54,22077039.19610032
openPrice-55,22077039.196126107
openPrice-56,22077039.196126107
openPrice-57,22077039.196164787
openPrice-58,22077039.196216356
openPrice-59,22077039.19622925
closePrice-0,22077039.195803788
closePrice-1,22077039.195803788
closePrice-2,22077039.195790894
closePrice-3,22077039.195790894
