overallGrowth,21351320.75827641
marginalGrowth,3556964.1734480793
January,-228949.63631288306
February,937911.3441001775
March,212467.76929018207
April,2242481.019025587
May,3459572.076891923
June,1979361.3003702364
July,1555062.5135711469
August,2601974.1128040478
September,818565.7570307741
October,2281046.3464745525
November,2856474.6549367816
December,2635353.500261797
openPrice-0,21351339.195726432
openPrice-1,21351339.195726432
openPrice-2,21351339.195790894
openPrice-3,21351339.195790894
openPrice-4,21351339.195790894
openPrice-5,21351339.195803788
openPrice-6,21351339.19581668
openPrice-7,21351339.195932716
openPrice-8,21351339.195932716
openPrice-9,21351339.195932716
openPrice-10,21351339.195932716
openPrice-11,21351339.196164787
openPrice-12,21351339.196126107
openPrice-13,21351339.19628082
openPrice-14,21351339.196525782
openPrice-15,21351339.196409747
openPrice-16,21351339.196409747
openPrice-17,21351339.19642264
openPrice-18,21351339.196087427
openPrice-19,21351339.19598429
openPrice-20,21351339.19599718
openPrice-21,21351339.195958503
openPrice-22,21351339.19594561
openPrice-23,21351339.195932716
openPrice-24,21351339.19594561
openPrice-25,21351339.19594561
openPrice-26,21351339.19594561
openPrice-27,21351339.19594561
openPrice-28,21351339.19594561
openPrice-29,21351339.19594561
openPrice-30,21351339.195958503
openPrice-31,21351339.195958503
openPrice-32,21351339.195958503
openPrice-33,21351339.195958503
openPrice-34,21351339.195971392
openPrice-35,21351339.19594561
openPrice-36,21351339.195971392
openPrice-37,21351339.19594561
openPrice-38,21351339.19594561
openPrice-39,21351339.19594561
openPrice-40,21351339.195958503
openPrice-41,21351339.195971392
openPrice-42,21351339.195971392
openPrice-43,21351339.195971392
openPrice-44,21351339.195958503
openPrice-45,21351339.195919823
openPrice-46,21351339.19590693
openPrice-47,21351339.195932716
openPrice-48,21351339.195971392
openPrice-49,21351339.19622925
openPrice-50,21351339.196255036
openPrice-51,21351339.196306605
openPrice-52,21351339.19599718
openPrice-53,21351339.19629371
openPrice-54,21351339.19610032
openPrice-55,21351339.196126107
openPrice-56,21351339.196126107
openPrice-57,21351339.196164787
openPrice-58,21351339.196216356
openPrice-59,21351339.19622925
closePrice-0,21351339.195803788
closePrice-1,21351339.195803788
closePrice-2,21351339.195790894
closePrice-3,21351339.195790894
closePrice-4,21351339.195790894
closePrice-5,21351339.19581668
closePrice-6,21351339.19581668
closePrice-7,21351339.195932716
closePrice-8,21351339.19594561
closePrice-9,21351339.195932716
closePrice-10,21351339.196255036
closePrice-11,21351339.196164787
closePrice-12,21351339.196113214
closePrice-13,21351339.196499996
closePrice-14,21351339.196396854
closePrice-15,21351339.19656446
closePrice-16,21351339.196396854
closePrice-17,21351339.19599718
closePrice-18,21351339.196087427
closePrice-19,21351339.195971392
closePrice-20,21351339.19599718
closePrice-21,21351339.195958503
closePrice-22,21351339.195971392
closePrice-23,21351339.19594561
closePrice-24,21351339.19594561
closePrice-25,21351339.195958503
closePrice-26,21351339.19594561
closePrice-27,21351339.195932716
closePrice-28,21351339.19594561
closePrice-29,21351339.19594561
closePrice-30,21351339.195958503
closePrice-31,21351339.195958503
closePrice-32,21351339.19594561
closePrice-33,21351339.195971392
closePrice-34,21351339.195958503
closePrice-35,21351339.195958503
closePrice-36,21351339.195971392
closePrice-37,21351339.19594561
closePrice-38,21351339.19594561
closePrice-39,21351339.195971392
closePrice-40,21351339.195958503
closePrice-41,21351339.195971392
closePrice-42,21351339.195971392
closePrice-43,21351339.195958503
closePrice-44,21351339.19566197
closePrice-45,21351339.195958503
closePrice-46,21351339.19594561
closePrice-47,21351339.19594561
closePrice-48,21351339.196087427
closePrice-49,21351339.19624214
closePrice-50,21351339.196319498
closePrice-51,21351339.196306605
closePrice-52,21351339.19599718
closePrice-53,21351339.19619057
closePrice-54,21351339.19629371
closePrice-55,21351339.196267925
closePrice-56,21351339.196126107
closePrice-57,21351339.196177676
closePrice-58,21351339.196126107
closePrice-59,21351339.19590693
volume-0,21351372.142039306
volume-1,21351427.19446875
volume-2,21351244.336134035
volume-3,21351141.512515888
volume-4,21351396.882787563
volume-5,21351300.624288432
volume-6,21351346.290621243
volume-7,21351286.103342623
volume-8,21351515.52610245
volume-9,21351288.302706227
volume-10,21351250.152826145
volume-11,21351285.77003318
volume-12,21351285.469044328
volume-13,21351316.34684173
volume-14,21351270.88558647
volume-15,21351327.074201524
volume-16,21351327.770894255
volume-17,21351353.477589667
volume-18,21351304.717071738
volume-19,21351370.883529864
volume-20,21351359.531966295
volume-21,21351228.3306204
volume-22,21351243.039465353
volume-23,21351710.42321648
volume-24,21351291.570490886
volume-25,21351279.218949918
volume-26,21351294.821897313
volume-27,21351321.071685977
volume-28,21351299.71676322
volume-29,21350750.864523143
volume-30,21351296.11026127
volume-31,21351322.066261835
volume-32,21351311.74884561
volume-33,21351316.996677697
volume-34,21351213.698103324
volume-35,21351336.444025412
volume-36,21351220.013700902
volume-37,21351424.949883357
volume-38,21351302.318765998
volume-39,21351307.044904947
volume-40,21351308.10361761
volume-41,21351275.85187155
volume-42,21351368.635699324
volume-43,21351274.73681204
volume-44,21351341.302782036
volume-45,21351442.010854963
volume-46,21351300.75674826
volume-47,21351119.52596875
volume-48,21351247.1437135
volume-49,21351369.1966692
volume-50,21351019.247633893
volume-51,21351443.980702296
volume-52,21351517.392127793
volume-53,21351226.464568306
volume-54,21351504.258008834
volume-55,21351468.40903306
volume-56,21351324.572505265
volume-57,21351321.524629287
volume-58,21351325.60563407
volume-59,21351355.875400424
high-0,21351339.195726432
high-1,21351339.195726432
high-2,21351339.195790894
high-3,21351339.195790894
high-4,21351339.195790894
high-5,21351339.195803788
high-6,21351339.19581668
high-7,21351339.195919823
high-8,21351339.19589404
high-9,21351339.195932716
high-10,21351339.195932716
high-11,21351339.196164787
high-12,21351339.196113214
high-13,21351339.19628082
high-14,21351339.196396854
high-15,21351339.196396854
high-16,21351339.196396854
high-17,21351339.195971392
high-18,21351339.196087427
high-19,21351339.195971392
high-20,21351339.195958503
high-21,21351339.195958503
high-22,21351339.19594561
high-23,21351339.195932716
high-24,21351339.19594561
high-25,21351339.19594561
high-26,21351339.19594561
high-27,21351339.195932716
high-28,21351339.19594561
high-29,21351339.19594561
high-30,21351339.195958503
high-31,21351339.195958503
high-32,21351339.19594561
high-33,21351339.195958503
high-34,21351339.195958503
high-35,21351339.19594561
high-36,21351339.195971392
high-37,21351339.19594561
high-38,21351339.19594561
high-39,21351339.19594561
high-40,21351339.195958503
high-41,21351339.195971392
high-42,21351339.195971392
high-43,21351339.195958503
high-44,21351339.19566197
high-45,21351339.19590693
high-46,21351339.19590693
high-47,21351339.195932716
high-48,21351339.195971392
high-49,21351339.196216356
high-50,21351339.196255036
high-51,21351339.196306605
high-52,21351339.19598429
high-53,21351339.19619057
high-54,21351339.196087427
high-55,21351339.19601007
high-56,21351339.196126107
high-57,21351339.196164787
high-58,21351339.196126107
high-59,21351339.19590693
low-0,21351339.195803788
low-1,21351339.195803788
low-2,21351339.195803788
low-3,21351339.195790894
low-4,21351339.195790894
low-5,21351339.195842467
low-6,21351339.195829574
low-7,21351339.195932716
low-8,21351339.19594561
low-9,21351339.195932716
low-10,21351339.196255036
low-11,21351339.196164787
low-12,21351339.196126107
low-13,21351339.196499996
low-14,21351339.196525782
low-15,21351339.19656446
low-16,21351339.196409747
low-17,21351339.19642264
low-18,21351339.196087427
low-19,21351339.19598429
low-20,21351339.19599718
low-21,21351339.195958503
low-22,21351339.195971392
low-23,21351339.19594561
low-24,21351339.19594561
low-25,21351339.195958503
low-26,21351339.19594561
low-27,21351339.19594561
low-28,21351339.19594561
low-29,21351339.19594561
low-30,21351339.195971392
low-31,21351339.195958503
low-32,21351339.195958503
low-33,21351339.195971392
low-34,21351339.195971392
low-35,21351339.195958503
low-36,21351339.195971392
low-37,21351339.19594561
low-38,21351339.19594561
low-39,21351339.195971392
low-40,21351339.195958503
low-41,21351339.195971392
low-42,21351339.195971392
low-43,21351339.195971392
low-44,21351339.195958503
low-45,21351339.195958503
low-46,21351339.19594561
low-47,21351339.19594561
low-48,21351339.196087427
low-49,21351339.19624214
low-50,21351339.196319498
low-51,21351339.196306605
low-52,21351339.19599718
low-53,21351339.196396854
low-54,21351339.19629371
low-55,21351339.196267925
low-56,21351339.196126107
low-57,21351339.196177676
low-58,21351339.196216356
low-59,21351339.19622925
